uuid,question,answer,category,link,text
DD998C19-2B1E-9B18-7DA0-7F2D8A2D2C35,Есть ли коворкинги в МИЭМе?,"Да, в МИЭМе есть удобные коворкинг-зоны, распределенные по всему зданию. Всего семь больших зон и несколько малых, предназначенных для работы в группах или индивидуального труда студентов. В них оборудованы розетки с USB-разъемами, и есть доступ к Wi-Fi.",миэм,https://miem.hse.ru/miem_today,"Есть ли коворкинги в МИЭМе? Да, в МИЭМе есть удобные коворкинг-зоны, распределенные по всему зданию. Всего семь больших зон и несколько малых, предназначенных для работы в группах или индивидуального труда студентов. В них оборудованы розетки с USB-разъемами, и есть доступ к Wi-Fi."
F15E0AFC-9594-30BA-A4AC-869F9D264616,Где можно поработать в МИЭМе?,"Студенты могут работать в удобных коворкинг-зонах, которые распределены по всему зданию учебного корпуса МИЭМ НИУ ВШЭ.",миэм,https://miem.hse.ru/miem_today,"Где можно поработать в МИЭМе? Студенты могут работать в удобных коворкинг-зонах, которые распределены по всему зданию учебного корпуса МИЭМ НИУ ВШЭ."
0C02C31A-69D3-DB5A-5884-38BE1CB97208,В МИЭМе есть USB-разъемы?,"Да, в удобных коворкинг-зонах МИЭМа оборудованы розетки с USB-разъемами для зарядки устройств и подключения электроники.",миэм,https://miem.hse.ru/miem_today,"В МИЭМе есть USB-разъемы? Да, в удобных коворкинг-зонах МИЭМа оборудованы розетки с USB-разъемами для зарядки устройств и подключения электроники."
761C4A25-B26B-4215-BE8B-9271E45D5C6B,Есть ли в МИЭМе Wi-Fi?,"Да, в здании МИЭМ НИУ ВШЭ стопроцентное покрытие Wi-Fi, что обеспечивает доступ к интернету в различных зонах, включая коворкинг-зоны.",миэм,https://miem.hse.ru/miem_today,"Есть ли в МИЭМе Wi-Fi? Да, в здании МИЭМ НИУ ВШЭ стопроцентное покрытие Wi-Fi, что обеспечивает доступ к интернету в различных зонах, включая коворкинг-зоны."
8D162F06-11C0-5A37-EEA1-E7E1440D81ED,Как можно отвлечься от учебы в МИЭМе?,"Студенты могут отвлечься от учебы, поиграв в теннис на специально оборудованных столах для пинг-понга в актовом зале МИЭМа.",миэм,https://miem.hse.ru/miem_today,"Как можно отвлечься от учебы в МИЭМе? Студенты могут отвлечься от учебы, поиграв в теннис на специально оборудованных столах для пинг-понга в актовом зале МИЭМа."
ED9D82C2-073E-2053-2BD0-2D8409392F98,Во что можно поиграть в МИЭМе?,"В МИЭМе есть теннисные столы, где студенты могут поиграть в пинг-понг, добавляя разнообразие и развлечение в свободное время.",миэм,https://miem.hse.ru/miem_today,"Во что можно поиграть в МИЭМе? В МИЭМе есть теннисные столы, где студенты могут поиграть в пинг-понг, добавляя разнообразие и развлечение в свободное время."
43F350DC-CC54-9C77-8D8E-B3C6DDA73F0B,Что представляет собой цифровая среда в МИЭМ?,"Цифровая среда в МИЭМ - это единое технологическое инфраструктурное решение, объединяющее сервисы и платформы для эффективного образовательного взаимодействия. Она включает в себя несколько помощников и инструментов, охватывающих различные аспекты учебного процесса и проектной деятельности студентов.",цифровые сервисы,https://miem.hse.ru/miem_today,"Что представляет собой цифровая среда в МИЭМ? Цифровая среда в МИЭМ - это единое технологическое инфраструктурное решение, объединяющее сервисы и платформы для эффективного образовательного взаимодействия. Она включает в себя несколько помощников и инструментов, охватывающих различные аспекты учебного процесса и проектной деятельности студентов."
551AF80F-944B-682B-F38D-E1A06A751150,Что включает в себя  LMS Google Classroom?,"LMS Google Classroom - это аналог вышкинской LMS, где публикуются автоматически записанные занятия, домашние задания, материалы курсов, в том числе презентации и лекции.",цифровые сервисы,https://miem.hse.ru/miem_today,"Что включает в себя  LMS Google Classroom? LMS Google Classroom - это аналог вышкинской LMS, где публикуются автоматически записанные занятия, домашние задания, материалы курсов, в том числе презентации и лекции."
FAEC247B-BDEB-443A-C112-FEF0109E5DE7,Что предоставляет Личный кабинет МИЭМ?,"Личный кабинет МИЭМ - необходимый инструмент для ведения проектной деятельности студентов, где содержится информация о проектах, вакансиях, и планируется распространение этого инструмента на ВКР и МКР.",цифровые сервисы,https://miem.hse.ru/miem_today,"Что предоставляет Личный кабинет МИЭМ? Личный кабинет МИЭМ - необходимый инструмент для ведения проектной деятельности студентов, где содержится информация о проектах, вакансиях, и планируется распространение этого инструмента на ВКР и МКР."
A008304C-97F3-5F57-157E-78BBBEFE99E6,Каким образом можно вести учет проектов через Trello?,С использованием чат-бота студенты и преподаватели могут вести учет проектов через Trello. Этот сервис удобен для отслеживания дедлайнов и выполненных задач.,цифровые сервисы,https://miem.hse.ru/miem_today,Каким образом можно вести учет проектов через Trello? С использованием чат-бота студенты и преподаватели могут вести учет проектов через Trello. Этот сервис удобен для отслеживания дедлайнов и выполненных задач.
54489AA0-6D1D-AB41-8319-A364E2D44056,Что представляет собой чат Zulip?,"Чат Zulip - это общемиэмовский чат с двухуровневой структурой сообщений, предоставляющий возможность общения по учебным вопросам и поддержания контакта с однокурсниками.",цифровые сервисы,https://miem.hse.ru/miem_today,"Что представляет собой чат Zulip? Чат Zulip - это общемиэмовский чат с двухуровневой структурой сообщений, предоставляющий возможность общения по учебным вопросам и поддержания контакта с однокурсниками."
85278C29-86A1-74B3-9249-361565AFA6FD,Какие возможности предоставляет видеочат Jitsi?,"Сервис Jitsi позволяет проводить занятия и онлайн-совещания в группах до 60 человек, а также создавать собственные кабинеты при необходимости.",цифровые сервисы,https://miem.hse.ru/miem_today,"Какие возможности предоставляет видеочат Jitsi? Сервис Jitsi позволяет проводить занятия и онлайн-совещания в группах до 60 человек, а также создавать собственные кабинеты при необходимости."
0B076351-431E-8B38-D4F5-FB10E832DA02,Как используются сервисы Google Documents в МИЭМ?,"Сервисы Google Documents включают в себя почту с доменом @miem.hse.ru для создания документов с совместным редактированием, использования таблиц, хранения файлов на диске и календаря.",цифровые сервисы,https://miem.hse.ru/miem_today,"Как используются сервисы Google Documents в МИЭМ? Сервисы Google Documents включают в себя почту с доменом @miem.hse.ru для создания документов с совместным редактированием, использования таблиц, хранения файлов на диске и календаря."
55003DC3-48EB-8BBD-ED5B-8D3BB99AFD4F,Что представляет собой электронная тестирующая система - Решебник?,"Решебник - это электронная тестирующая система, которая позволяет студентам тренироваться в решении задач, тестироваться по предложенным материалам, а преподавателям создавать собственные тесты.",цифровые сервисы,https://miem.hse.ru/miem_today,"Что представляет собой электронная тестирующая система - Решебник? Решебник - это электронная тестирующая система, которая позволяет студентам тренироваться в решении задач, тестироваться по предложенным материалам, а преподавателям создавать собственные тесты."
2ECDCF7E-EF2D-09D4-BE47-79209EA72F29,Что обеспечивает сервис Big Blue Button?,"Big Blue Button - это вебинарный сервис, позволяющий проводить занятия и онлайн-совещания в группах, и в первое время будет иметь свою встроенную систему записи.",цифровые сервисы,https://miem.hse.ru/miem_today,"Что обеспечивает сервис Big Blue Button? Big Blue Button - это вебинарный сервис, позволяющий проводить занятия и онлайн-совещания в группах, и в первое время будет иметь свою встроенную систему записи."
085D0A78-E2C2-E898-5E62-1549531181FA,Как предполагается интеграция с Zoom в МИЭМе?,"В перспективе интеграция с Zoom предполагает создание автоматических занятий, запись и мониторинг для цифрового следа. Работа по интеграции уже начата.",цифровые сервисы,https://miem.hse.ru/miem_today,"Как предполагается интеграция с Zoom в МИЭМе? В перспективе интеграция с Zoom предполагает создание автоматических занятий, запись и мониторинг для цифрового следа. Работа по интеграции уже начата."
E284442C-42A3-1674-ECE3-A28B1E24619B,Когда была создана учебная лаборатория 3D-визуализации и компьютерной графики?,Лаборатория была создана в 2015 году как структурное подразделение департамента компьютерной инженерии.,лабы,https://miem.hse.ru/miem_today,Когда была создана учебная лаборатория 3D-визуализации и компьютерной графики? Лаборатория была создана в 2015 году как структурное подразделение департамента компьютерной инженерии.
C3BE82C3-AEA5-FE34-EEA6-534874D87E97,Какие виды занятий проходят в лаборатории 3D-визуализации и компьютерной графики?,"В лаборатории проводятся практические занятия, семинары, деловые игры, мастер-классы для школьников. Студенты обучаются работе в графических редакторах и системах создания трехмерной графики.",лабы,https://miem.hse.ru/miem_today,"Какие виды занятий проходят в лаборатории 3D-визуализации и компьютерной графики? В лаборатории проводятся практические занятия, семинары, деловые игры, мастер-классы для школьников. Студенты обучаются работе в графических редакторах и системах создания трехмерной графики."
9F2C473D-4622-7127-B4A4-8763A81C9FF4,Для чего используется оборудование в лаборатории 3D-визуализации и компьютерной графики?,"Оборудование лаборатории используется для визуализации научных, медицинских данных, в том числе строения белков, анатомии человека, визуализации в космосе, архитектурных объектов. Оно также может служить основой для тренажерных систем, применяемых в обучении инженеров.",лабы,https://miem.hse.ru/miem_today,"Для чего используется оборудование в лаборатории 3D-визуализации и компьютерной графики? Оборудование лаборатории используется для визуализации научных, медицинских данных, в том числе строения белков, анатомии человека, визуализации в космосе, архитектурных объектов. Оно также может служить основой для тренажерных систем, применяемых в обучении инженеров."
A04CCF33-0B83-CF03-313E-C9EBEE9B9C7E,Как устроена панорамная система в лаборатории 3D-визуализации и компьютерной графики?,"Панорамная система в лаборатории состоит из огромного панорамного экрана, на который проецируется изображение с помощью четырех проекторов. Для просмотра изображения в 3D используются специальные очки.",лабы,https://miem.hse.ru/miem_today,"Как устроена панорамная система в лаборатории 3D-визуализации и компьютерной графики? Панорамная система в лаборатории состоит из огромного панорамного экрана, на который проецируется изображение с помощью четырех проекторов. Для просмотра изображения в 3D используются специальные очки."
1F4ECF3F-EA02-982D-4E60-A7F6C1FC1281,Каким образом обучение в лаборатории 3D-визуализации и компьютерной графики сокращает время обучения студентов?,"Обучение в лаборатории с использованием виртуальных тренажеров ускоряет обучение студентов на 70%, сокращая процесс обучения до двух-трех месяцев. Это позволяет компаниям сэкономить значительные средства.",лабы,https://miem.hse.ru/miem_today,"Каким образом обучение в лаборатории 3D-визуализации и компьютерной графики сокращает время обучения студентов? Обучение в лаборатории с использованием виртуальных тренажеров ускоряет обучение студентов на 70%, сокращая процесс обучения до двух-трех месяцев. Это позволяет компаниям сэкономить значительные средства."
637090BC-BFF3-79C8-9387-D5314C2561D7,Какие дополнительные возможности предоставляет панорамная система?,"Панорамная система разделена на участки, включая интерактивную доску, визуализацию предметов, справочную информацию или браузер. Это обеспечивает одновременное взаимодействие с различными информационными ресурсами во время обучения.",лабы,https://miem.hse.ru/miem_today,"Какие дополнительные возможности предоставляет панорамная система? Панорамная система разделена на участки, включая интерактивную доску, визуализацию предметов, справочную информацию или браузер. Это обеспечивает одновременное взаимодействие с различными информационными ресурсами во время обучения."
0D41B74B-D9BB-8B49-0901-8B1F43066397,Чем занимаются студенты в полигоне виртуальной реальности?,"Студенты на полигоне виртуальной реальности апробируют свои разработки, создают виртуальные тренажеры, симуляторы, обучающие приложения, цифровые двойники реальных объектов и системы удаленного управления.",лабы,https://miem.hse.ru/miem_today,"Чем занимаются студенты в полигоне виртуальной реальности? Студенты на полигоне виртуальной реальности апробируют свои разработки, создают виртуальные тренажеры, симуляторы, обучающие приложения, цифровые двойники реальных объектов и системы удаленного управления."
DD5E2BBF-E237-0696-8367-A7C940E875EE,Какие приложения дополненной реальности разрабатывают студенты?,"Студенты, используя мобильные устройства или шлемы дополненной реальности, разрабатывают приложения для навигации внутри зданий, музейные гиды, промышленные приложения для обслуживания оборудования и многое другое.",лабы,https://miem.hse.ru/miem_today,"Какие приложения дополненной реальности разрабатывают студенты? Студенты, используя мобильные устройства или шлемы дополненной реальности, разрабатывают приложения для навигации внутри зданий, музейные гиды, промышленные приложения для обслуживания оборудования и многое другое."
934044F9-B9D0-1B0F-E362-67E273577467,Что представляет собой «IoT Академия Samsung»?,"«IoT Академия Samsung» — долгосрочный проект компании Samsung Electronics в сфере образования, направленный на создание центров компетенций по работе с технологиями Интернета вещей на базе российских вузов.",лабы,https://miem.hse.ru/miem_today,"Что представляет собой «IoT Академия Samsung»? «IoT Академия Samsung» — долгосрочный проект компании Samsung Electronics в сфере образования, направленный на создание центров компетенций по работе с технологиями Интернета вещей на базе российских вузов."
2177E1CB-7632-C923-1DE2-CF7E022E286C,Какую цель преследует «IoT Академия Samsung»?,Главной целью «IoT Академии Samsung» является создание центров компетенций по работе с технологиями Интернета вещей на базе российских вузов.,лабы,https://miem.hse.ru/miem_today,Какую цель преследует «IoT Академия Samsung»? Главной целью «IoT Академии Samsung» является создание центров компетенций по работе с технологиями Интернета вещей на базе российских вузов.
775AF73B-D6CD-ADAD-0BE4-CAFD3AA7735A,С какого времени компания Samsung начала подготовку специалистов в области промышленного Интернета вещей в МИЭМ?,С сентября 2018 года компания Samsung начала в МИЭМ подготовку специалистов в области промышленного Интернета вещей.,лабы,https://miem.hse.ru/miem_today,С какого времени компания Samsung начала подготовку специалистов в области промышленного Интернета вещей в МИЭМ? С сентября 2018 года компания Samsung начала в МИЭМ подготовку специалистов в области промышленного Интернета вещей.
462CBE40-8480-82BB-FECB-F1A63990234E,Какие бакалаврские программы студентов МИЭМ НИУ ВШЭ участвуют в «IoT Академии»?,"Студенты МИЭМ НИУ ВШЭ, обучающиеся на бакалаврских программах «Информатика и вычислительная техника», «Прикладная математика», «Инфокоммуникационные технологии и системы связи», участвуют в «IoT Академии».",лабы,https://miem.hse.ru/miem_today,"Какие бакалаврские программы студентов МИЭМ НИУ ВШЭ участвуют в «IoT Академии»? Студенты МИЭМ НИУ ВШЭ, обучающиеся на бакалаврских программах «Информатика и вычислительная техника», «Прикладная математика», «Инфокоммуникационные технологии и системы связи», участвуют в «IoT Академии»."
C5164871-F5F9-F74F-66B2-5C6BB6E551C7,Что включает в себя годовой курс «IoT Академии» для студентов МИЭМ?,Годовой курс «IoT Академии» для студентов МИЭМ включает в себя изучение реальных кейсов по внедрению Интернета вещей в различные сферы жизни и разработку собственных прототипов IoT-устройств.,лабы,https://miem.hse.ru/miem_today,Что включает в себя годовой курс «IoT Академии» для студентов МИЭМ? Годовой курс «IoT Академии» для студентов МИЭМ включает в себя изучение реальных кейсов по внедрению Интернета вещей в различные сферы жизни и разработку собственных прототипов IoT-устройств.
D0FA787E-B0E6-BBF1-5543-BC22E260CEA8,Кто ведет занятия в «IoT Академии»?,Занятия ведут преподаватели НИУ ВШЭ.,лабы,https://miem.hse.ru/miem_today,Кто ведет занятия в «IoT Академии»? Занятия ведут преподаватели НИУ ВШЭ.
4CA7E874-F880-5B6D-C9BE-5B11EC6621CC,Что предоставила компания Samsung для занятий в «IoT Академии»?,"Samsung Electronics предоставила для занятий в «IoT Академии» учебные и методические материалы, а также расширенный комплект оборудования для оснащения IoT-лаборатории.",лабы,https://miem.hse.ru/miem_today,"Что предоставила компания Samsung для занятий в «IoT Академии»? Samsung Electronics предоставила для занятий в «IoT Академии» учебные и методические материалы, а также расширенный комплект оборудования для оснащения IoT-лаборатории."
2B45B82A-29E9-9AFE-1AE0-1D791C42CC19,Какие технологии используются в IoT-лаборатории «IoT Академии»?,"В IoT-лаборатории используются технологии сетевых технологий LoRaWAN, Zigbee, Z-Wave, Wi-Fi, BLE, 5G и др.",лабы,https://miem.hse.ru/miem_today,"Какие технологии используются в IoT-лаборатории «IoT Академии»? В IoT-лаборатории используются технологии сетевых технологий LoRaWAN, Zigbee, Z-Wave, Wi-Fi, BLE, 5G и др."
D7BC32EB-3C5A-B765-4AF9-9F83E46E357E,Как осуществляется поступление в «IoT Академию Samsung»?,Поступление в «IoT Академию Samsung» осуществляется через участие студентов в IoT-проектах в рамках проектной деятельности МИЭМ НИУ ВШЭ.,лабы,https://miem.hse.ru/miem_today,Как осуществляется поступление в «IoT Академию Samsung»? Поступление в «IoT Академию Samsung» осуществляется через участие студентов в IoT-проектах в рамках проектной деятельности МИЭМ НИУ ВШЭ.
C1259846-7FDC-FC7E-2AC2-F9AFB189A949,Что предусмотрено для авторов лучших проектов в «IoT Академии Samsung»?,Авторы лучших проектов принимают участие во всероссийском конкурсе «IoT Академии Samsung».,лабы,https://miem.hse.ru/miem_today,Что предусмотрено для авторов лучших проектов в «IoT Академии Samsung»? Авторы лучших проектов принимают участие во всероссийском конкурсе «IoT Академии Samsung».
CBAF845E-4A8A-2120-7083-BE9190B8993D,что за лаба samsung?,"«IoT Академия Samsung» — долгосрочный проект компании Samsung Electronics в сфере образования, направленный на создание центров компетенций по работе с технологиями Интернета вещей на базе российских вузов.",лабы,https://miem.hse.ru/miem_today,"что за лаба samsung? «IoT Академия Samsung» — долгосрочный проект компании Samsung Electronics в сфере образования, направленный на создание центров компетенций по работе с технологиями Интернета вещей на базе российских вузов."
1AA032FA-408E-2063-B1AF-F0B424DDDD06,как поступить в лабу самсунг?,Поступление в «IoT Академию Samsung» осуществляется через участие студентов в IoT-проектах в рамках проектной деятельности МИЭМ НИУ ВШЭ.,лабы,https://miem.hse.ru/miem_today,как поступить в лабу самсунг? Поступление в «IoT Академию Samsung» осуществляется через участие студентов в IoT-проектах в рамках проектной деятельности МИЭМ НИУ ВШЭ.
327DBE83-FEEA-9C62-EEB8-4B6B69D7E55B,что нужно чтобы поступить в лабу самсунг?,Для поступления в «IoT Академию Samsung» студентам необходимо участвовать в IoT-проектах в рамках проектной деятельности МИЭМ НИУ ВШЭ.,лабы,https://miem.hse.ru/miem_today,что нужно чтобы поступить в лабу самсунг? Для поступления в «IoT Академию Samsung» студентам необходимо участвовать в IoT-проектах в рамках проектной деятельности МИЭМ НИУ ВШЭ.
45C9E294-BB12-9363-B08D-5BA23F09061F,Когда была создана лаборатория функциональной безопасности космических аппаратов и систем?,Лаборатория была создана в 2015 году.,лабы,https://miem.hse.ru/miem_today,Когда была создана лаборатория функциональной безопасности космических аппаратов и систем? Лаборатория была создана в 2015 году.
518DE8F7-79AD-CFA5-4100-8192AC933F0C,Что формировалось при лаборатории функциональной безопасности космических аппаратов и систем?,При лаборатории формировался Центр управления полетами (ЦУП) малых космических аппаратов (МКА) для приема и обработки данных в режиме реального времени.,лабы,https://miem.hse.ru/miem_today,Что формировалось при лаборатории функциональной безопасности космических аппаратов и систем? При лаборатории формировался Центр управления полетами (ЦУП) малых космических аппаратов (МКА) для приема и обработки данных в режиме реального времени.
95CCDBE8-B7B2-2B02-E0C1-658953B3E382,Что находится в лаборатории функциональной безопасности космических аппаратов и систем?,"В лаборатории находятся функциональные макеты кубсата, на которых студенты учатся разрабатывать программы ориентации, стабилизации, приема-передачи телеметрии, работы маховиков и маятников - всей спутниковой системы.",лабы,https://miem.hse.ru/miem_today,"Что находится в лаборатории функциональной безопасности космических аппаратов и систем? В лаборатории находятся функциональные макеты кубсата, на которых студенты учатся разрабатывать программы ориентации, стабилизации, приема-передачи телеметрии, работы маховиков и маятников - всей спутниковой системы."
CEF27789-9C01-9747-FF24-5FDF3921B60B,Какие функциональные макеты находятся в лаборатории функциональной безопасности?,В лаборатории находятся функциональные макеты кубсата.,лабы,https://miem.hse.ru/miem_today,Какие функциональные макеты находятся в лаборатории функциональной безопасности? В лаборатории находятся функциональные макеты кубсата.
2DF06603-01C5-87CE-A9EA-8A656EB8FD29,Что планируется сделать первым спутником НИУ ВШЭ на околоземной орбите?,"Планируется вывести на околоземную орбиту первый спутник НИУ ВШЭ, который будет заниматься дистанционным зондированием Земли.",лабы,https://miem.hse.ru/miem_today,"Что планируется сделать первым спутником НИУ ВШЭ на околоземной орбите? Планируется вывести на околоземную орбиту первый спутник НИУ ВШЭ, который будет заниматься дистанционным зондированием Земли."
F0F0548E-FC56-0FB1-2896-C4E430C7A783,Каковы результаты сотрудничества при создании спутника НИУ ВШЭ?,"Результатом сотрудничества является разработка и создание спутника после долгого труда специалистов и студентов МИЭМ НИУ ВШЭ, а также учащихся Лицея НИУ ВШЭ совместно с компанией «Спутникс», образовательным центром «Сириус» и компанией «Сканэкс».",лабы,https://miem.hse.ru/miem_today,"Каковы результаты сотрудничества при создании спутника НИУ ВШЭ? Результатом сотрудничества является разработка и создание спутника после долгого труда специалистов и студентов МИЭМ НИУ ВШЭ, а также учащихся Лицея НИУ ВШЭ совместно с компанией «Спутникс», образовательным центром «Сириус» и компанией «Сканэкс»."
7EFC9620-4B8B-352F-97ED-85302CA14FCB,Какую инфраструктуру создают для сопровождения малых космических аппаратов НИУ ВШЭ?,Создается инфраструктура для сопровождения малых космических аппаратов НИУ ВШЭ.,лабы,https://miem.hse.ru/miem_today,Какую инфраструктуру создают для сопровождения малых космических аппаратов НИУ ВШЭ? Создается инфраструктура для сопровождения малых космических аппаратов НИУ ВШЭ.
324347F5-BC64-13CD-7899-92B77621B271,Какие задачи планируется решать с использованием приемо-передающей радиостанции УКВ-диапазона «Завиток-М»?,Прием телеметрии с малых космических аппаратов на низкой околоземной орбите и передача команд управления на них в соответствии с регламентом любительской радиосвязи.,лабы,https://miem.hse.ru/miem_today,Какие задачи планируется решать с использованием приемо-передающей радиостанции УКВ-диапазона «Завиток-М»? Прием телеметрии с малых космических аппаратов на низкой околоземной орбите и передача команд управления на них в соответствии с регламентом любительской радиосвязи.
9152C75D-A832-2F41-53B3-F9B011BA12CC,Что обеспечивает комплекс приемо-передающей радиостанции «Завиток-М»?,Комплекс обеспечивает прием телеметрии с малых космических аппаратов на низкой околоземной орбите и передачу команд управления.,лабы,https://miem.hse.ru/miem_today,Что обеспечивает комплекс приемо-передающей радиостанции «Завиток-М»? Комплекс обеспечивает прием телеметрии с малых космических аппаратов на низкой околоземной орбите и передачу команд управления.
8560FD04-EBED-D25E-D64A-3EBF6191F21B,Каким образом лаборатория участвует в проекте «Инженерный класс в московской школе»?,"Лаборатория пользуется популярностью у участников проекта «Инженерный класс в московской школе», в рамках которого школьники собирают собственный рабочий спутник Земли при помощи оборудования и специалистов лаборатории.",лабы,https://miem.hse.ru/miem_today,"Каким образом лаборатория участвует в проекте «Инженерный класс в московской школе»? Лаборатория пользуется популярностью у участников проекта «Инженерный класс в московской школе», в рамках которого школьники собирают собственный рабочий спутник Земли при помощи оборудования и специалистов лаборатории."
93F5C5F0-958E-0863-525A-1A64AA347450,Когда была создана учебная лаборатория моделирования и проектирования электронных компонентов и устройств?,Лаборатория была создана в 2015 году.,лабы,https://miem.hse.ru/miem_today,Когда была создана учебная лаборатория моделирования и проектирования электронных компонентов и устройств? Лаборатория была создана в 2015 году.
58D9A56E-C40B-891C-D783-638C571472D5,Какие виды занятий обеспечивает лаборатория моделирования и проектирования электронных компонентов и устройств?,"Лаборатория обеспечивает лабораторные и практические занятия, а также учебные исследовательские и проектные работы по различным направлениям в области электроники и микроэлектроники.",лабы,https://miem.hse.ru/miem_today,"Какие виды занятий обеспечивает лаборатория моделирования и проектирования электронных компонентов и устройств? Лаборатория обеспечивает лабораторные и практические занятия, а также учебные исследовательские и проектные работы по различным направлениям в области электроники и микроэлектроники."
0866E9F7-D292-1970-BE96-7B5982E983D3,Что делает лаборатория моделирования и проектирования электронных компонентов и устройств для решения проблемы отсутствия SPICE-моделей для отечественных компонентов?,"Лаборатория разрабатывает автоматизированную систему для быстрого определения SPICE-моделей отечественных компонентов, используя многоканальную измерительную систему и программные модули.",лабы,https://miem.hse.ru/miem_today,"Что делает лаборатория моделирования и проектирования электронных компонентов и устройств для решения проблемы отсутствия SPICE-моделей для отечественных компонентов? Лаборатория разрабатывает автоматизированную систему для быстрого определения SPICE-моделей отечественных компонентов, используя многоканальную измерительную систему и программные модули."
